엔터티1,엔터티1유형,관계,엔터티2,엔터티2유형,속성
미국,국가,생산,냉동다진마늘,품목,시기:2024년;국가:미국
미국,국가,수입,냉동다진마늘,품목,시기:2024년;국가:미국
중국,국가,생산,마늘,품목,시기:2024년;국가:중국
이베이,기업,판매,냉동다진마늘,품목,시기:2024년;국가:미국
아마존,기업,판매,냉동다진마늘,품목,시기:2024년;국가:미국
트레이더조,기업,판매,냉동다진마늘,품목,시기:2024년;국가:미국
월마트,기업,판매,냉동다진마늘,품목,시기:2024년;국가:미국
이베리아,기업,판매,냉동다진마늘,품목,시기:2024년;국가:미국
에이치마트,기업,판매,냉동다진마늘,품목,시기:2024년;국가:미국
시온마켓,기업,판매,냉동다진마늘,품목,시기:2024년;국가:미국
아마존,기업,판매,다진마늘,품목,시기:2024년;국가:미국
이베이,기업,판매,다진마늘,품목,시기:2024년;국가:미국
트레이더조,기업,판매,다진마늘,품목,시기:2024년;국가:미국
월마트,기업,판매,다진마늘,품목,시기:2024년;국가:미국
이베리아,기업,판매,다진마늘,품목,시기:2024년;국가:미국
에이치마트,기업,판매,다진마늘,품목,시기:2024년;국가:미국
스파이스월드,기업,판매,다진마늘,품목,시기:2024년;국가:미국
이금기,기업,생산,다진마늘,품목,시기:2024년;국가:중국
이금기,기업,생산,마늘,품목,시기:2024년;국가:중국
맥코믹,기업,생산,다진마늘,품목,시기:2024년;국가:미국
이베리아,기업,생산,다진마늘,품목,시기:2024년;국가:스페인
이베리아,기업,생산,마늘,품목,시기:2024년;국가:스페인
프론티어코옵,기업,생산,다진마늘,품목,시기:2024년;국가:미국
이베리아,기업,생산,마늘,품목,시기:2024년;국가:스페인
미국,국가,생산,마늘,품목,시기:2024년;국가:미국
미국,국가,생산,마늘,품목,시기:2024년;국가:중국
미국,국가,수입,HS CODE 0710.80,품목,시기:2024년;국가:미국
한국,국가,수입,HS CODE 0710.80,품목,시기:2024년;국가:한국
중국,국가,생산,마늘,품목,시기:2024년;국가:중국
