엔터티1,엔터티1유형,관계,엔터티2,엔터티2유형,속성
필리핀,국가,시장규모,제과 및 스낵시장,시장,시기:2024;성장률:7.4%
필리핀,국가,수입규모,필리핀 스낵 수입액,금액,시기:2023;수입액:76686
필리핀,국가,수입규모,필리핀 對한국 수입액,금액,시기:2023;수입액:5397
필리핀,국가,시장규모,필리핀 스낵시장,시장,시기:2023;규모:4조4000억 원
필리핀,국가,시장규모,필리핀 제과 및 스낵시장,시장,시기:2023;규모:9조7000억 원
필리핀,국가,시장규모,필리핀 스낵시장,시장,시기:2024;규모:37억6000만 달러
필리핀,국가,시장성장,필리핀 스낵시장 CAGR,비율,시기:2024;성장률:8.1%
필리핀,국가,시장성장,필리핀 제과 및 스낵시장 CAGR,비율,시기:2024;성장률:7.4%
필리핀,국가,시장성장,필리핀 스낵시장 연평균 성장률,비율,시기:2019-2023;성장률:8.9%
필리핀,국가,시장성장,필리핀 제과 및 스낵시장 연평균 성장률,비율,시기:2019-2023;성장률:8.6%
필리핀,국가,수입액,필리핀 對글로벌 수입액,금액,시기:2023;수입액:1002억 원
필리핀,국가,수입액,필리핀 對한국 수입액,금액,시기:2023;수입액:71억 원
필리핀,국가,HS CODE,1905.90 수입품목,품목,시기:2023;수입액:1002억 원
필리핀,국가,HS CODE,1905.90 수입품목,품목,시기:2019-2023;수입액:증가율 9.5%
필리핀,국가,HS CODE,1905.90 수입품목,품목,시기:2019-2023;한국 수입액:71억 원
필리핀,국가,FTA 원산지증명서,적용협정,협정,시기:2023;유효기간:1년
필리핀,국가,식품의약품청,등록기관,기관,시기:2024;등록필수
필리핀,국가,영양정보표시,기준,기준,시기:2023;개정안 발표
필리핀,국가,라벨링,표기기준,기준,시기:2024;영어 또는 필리핀어
필리핀,국가,인증,GMP,인증,시기:2024;필수
필리핀,국가,인증,HACCP,인증,시기:2024;필수
필리핀,국가,인증,ISO 22000,인증,시기:2024;필수
필리핀,국가,영양표시,기준,기준,시기:2023;개정안
필리핀,국가,라벨링,포장표기,표기,시기:2024;영어 또는 필리핀어
필리핀,국가,영양성분표,표기기준,기준,시기:2023;개정안
필리핀,국가,알레르겐규정,대상성분,성분,시기:2024;규제 강화
필리핀,국가,식품첨가물,적용기준,기준,시기:2024;적용
필리핀,국가,수입면허,발급기관,기관,시기:2024;필수
필리핀,국가,수출품,제품등록,등록,시기:2024;필수
필리핀,국가,수출품,원산지증명서,증명서,시기:2023;유효기간:1년
필리핀,국가,수출품,수출허가증,허가증,시기:2024;필수
필리핀,국가,시장,유통채널,채널,시기:2024;전통 소매점 57.2%
필리핀,국가,시장,유통채널,채널,시기:2024;하이퍼마켓/슈퍼마켓 23.9%
필리핀,국가,시장,유통채널,채널,시기:2024;온라인 1.0%
필리핀,국가,시장,유통채널,채널,시기:2024;기타 6.7%
필리핀,국가,시장,유통채널,채널,시기:2024;편의점 5.9%
필리핀,국가,시장,유통채널,채널,시기:2024;전통 소매점 57.2%
필리핀,국가,시장,유통채널,채널,시기:2024;하이퍼마켓/슈퍼마켓 23.9%
필리핀,국가,시장,유통채널,채널,시기:2024;온라인 1.0%
필리핀,국가,시장,유통채널,채널,시기:2024;기타 6.7%
필리핀,국가,경쟁전략,유통사와 협력,관계,시기:2024;전략
필리핀,국가,경쟁전략,마케팅 캠페인,전략,시기:2024;전략
필리핀,국가,경쟁전략,가격 경쟁력,전략,시기:2024;적용
필리핀,국가,경쟁전략,현지화,전략,시기:2024;적용
