엔터티1,엔터티1유형,관계,엔터티2,엔터티2유형,속성
카자흐스탄,국가,수입,한국,국가,국가:카자흐스탄;시기:2024년
카자흐스탄,국가,수입,어만두,품목,국가:카자흐스탄;시기:2024년
한국,국가,수출,어만두,품목,국가:한국;시기:2024년
카자흐스탄,국가,생산,메기,수산물,국가:카자흐스탄;시기:2024년
카자흐스탄,국가,생산,생선요리,요리,국가:카자흐스탄;시기:2024년
카자흐스탄,국가,생산,만띄,품목,국가:카자흐스탄;시기:2024년
카자흐스탄,국가,생산,생선,수산물,국가:카자흐스탄;시기:2024년
카자흐스탄,국가,생산,메기,수산물,국가:카자흐스탄;시기:2024년
카자흐스탄,국가,생산,만띄,품목,국가:카자흐스탄;시기:2024년
카자흐스탄,국가,생산,생선요리,요리,국가:카자흐스탄;시기:2024년
카자흐스탄,국가,생산,생선,수산물,국가:카자흐스탄;시기:2024년
카자흐스탄,국가,생산,메기,수산물,국가:카자흐스탄;시기:2024년
카자흐스탄,국가,생산,만띄,품목,국가:카자흐스탄;시기:2024년
카자흐스탄,국가,생산,생선요리,요리,국가:카자흐스탄;시기:2024년
한국,기업,수출,어만두,품목,국가:한국;시기:2024년
카자흐스탄,국가,수입단가,어만두,품목,국가:카자흐스탄;시기:2022
카자흐스탄,국가,수입단가,한국,국가,국가:한국;시기:2022
카자흐스탄,국가,수입액,어만두,품목,국가:카자흐스탄;시기:2022
한국,기업,수출,어만두,품목,국가:한국;시기:2022
카자흐스탄,국가,수입액,한국,국가,국가:한국;시기:2022
카자흐스탄,국가,수입액,글로벌,국가,국가:카자흐스탄;시기:2022
카자흐스탄,국가,수입액,러시아,국가,국가:러시아;시기:2022
카자흐스탄,국가,수입액,키르기스스탄,국가,국가:키르기스스탄;시기:2022
한국,기업,수출,어만두,품목,국가:한국;시기:2023
카자흐스탄,국가,수입액,어만두,품목,국가:카자흐스탄;시기:2023
한국,기업,수출,어만두,품목,국가:한국;시기:2023
카자흐스탄,국가,수입액,어만두,품목,국가:카자흐스탄;시기:2023
카자흐스탄,국가,HS CODE,1902.20,품목,국가:카자흐스탄;시기:2024년
한국,국가,수출,어만두,품목,국가:한국;시기:2024년
카자흐스탄,국가,수입단가,어만두,품목,국가:카자흐스탄;시기:2022
한국,국가,수입단가,어만두,품목,국가:한국;시기:2022
카자흐스탄,국가,HS CODE,1902.20,품목,국가:카자흐스탄;시기:2024년
카자흐스탄,국가,인증,TRCU 040/2016,품목,국가:카자흐스탄;시기:2024년
카자흐스탄,국가,인증,할랄,품목,국가:카자흐스탄;시기:2024년
카자흐스탄,국가,인증,ISO 22000,품목,국가:카자흐스탄;시기:2024년
카자흐스탄,국가,인증,FSSC 22000,품목,국가:카자흐스탄;시기:2024년
카자흐스탄,국가,인증,HACCP,품목,국가:카자흐스탄;시기:2024년
카자흐스탄,국가,라벨링,국문 및 카자흐어,품목,국가:카자흐스탄;시기:2024년
카자흐스탄,국가,라벨링,제품명,품목,국가:카자흐스탄;시기:2024년
카자흐스탄,국가,라벨링,성분,품목,국가:카자흐스탄;시기:2024년
카자흐스탄,국가,라벨링,제조일자,품목,국가:카자흐스탄;시기:2024년
카자흐스탄,국가,라벨링,유통기한,품목,국가:카자흐스탄;시기:2024년
카자흐스탄,국가,라벨링,보관방법,품목,국가:카자흐스탄;시기:2024년
카자흐스탄,국가,라벨링,영양정보,품목,국가:카자흐스탄;시기:2024년
카자흐스탄,국가,라벨링,GMO정보,품목,국가:카자흐스탄;시기:2024년
카자흐스탄,국가,라벨링,EAC마크,품목,국가:카자흐스탄;시기:2024년
