엔터티1,엔터티1유형,관계,엔터티2,엔터티2유형,속성
한국,국가,수출,중국,국가,수출액:억달러;증가률:4.6%;품목:밀기타,수출액:억달러;증가률:36.4%;품목:밀·메슬린가루,수출액:억달러;증가률:25.5%;품목:대두기타,수출액:억달러;증가률:18.7%;품목:밀기타,수출액:억달러;증가률:13.0%;품목:쌀(백미,현미,흑미)
한국,국가,수출,대만,국가,수출액:억달러;증가률:7.6%;품목:라면,수출액:억달러;증가률:10.8%;품목:신선배,수출액:억달러;증가률:7.1%;품목:조제식료품기타,수출액:억달러;증가률:6.9%;품목:건조김
한국,국가,수출,호주,국가,수출액:억달러;증가률:7.0%;품목:밀기타,수출액:억달러;증가률:15.3%;품목:유채(저에루크산),수출액:억달러;증가률:35.1%;품목:팜유기타,수출액:억달러;증가률:48.1%;품목:팜유(조유)
한국,국가,수출,인도네시아,국가,수출액:억달러;증가률:4.7%;품목:커피크리머,수출액:억달러;증가률:5.1%;품목:기타무알콜음료,수출액:억달러;증가률:18.0%;품목:라면,수출액:억달러;증가률:28.7%;품목:농산물(감,배,딸기 등)
한국,국가,수출,말레이시아,국가,수출액:억달러;증가률:0.8%;품목:라면,수출액:억달러;증가률:28.6%;품목:조제식료품기타,수출액:억달러;증가률:16.3%;품목:유채(저에루크산),수출액:억달러;증가률:35.1%;품목:팜유기타
한국,국가,수출,필리핀,국가,수출액:억달러;증가률:8.3%;품목:라면,수출액:억달러;증가률:11.0%;품목:조제식료품기타,수출액:억달러;증가률:13.9%;품목:건조김,수출액:억달러;증가률:15.4%;품목:신선배
한국,국가,수출,베트남,국가,수출액:억달러;증가률:15.4%;품목:밀기타,수출액:억달러;증가률:25.5%;품목:밀·메슬린가루,수출액:억달러;증가률:51.1%;품목:대두기타,수출액:억달러;증가률:7.4%;품목:쌀(정미)
한국,국가,수출,러시아,국가,수출액:억달러;증가률:2.5%;품목:밀기타,수출액:억달러;감소률:8.7%;품목:밀·메슬린가루,수출액:억달러;감소률:25.9%;품목:대두기타,수출액:억달러;증가률:0.3%;품목:신선배
한국,국가,수출,몽골,국가,수출액:억달러;증가률:28.6%;품목:라면,수출액:억달러;증가률:54.0%;품목:신선배,수출액:억달러;증가률:54.0%;품목:조제식료품기타,수출액:억달러;증가률:26.2%;품목:건조김
한국,국가,수출,아랍에미리트,국가,수출액:억달러;증가률:16.3%;품목:라면,수출액:억달러;감소률:4.0%;품목:유기농제품,수출액:억달러;감소률:10.0%;품목:가공식품,수출액:억달러;증가률:16.4%;품목:건강보조식품
엔터티1,엔터티1유형,관계,엔터티2,엔터티2유형,속성
한국,국가,수출,중국,국가,수출액:억달러;증가률:4.6%;품목:밀기타,수출액:억달러;증가률:36.4%;품목:밀·메슬린가루,수출액:억달러;증가률:25.5%;품목:대두기타,수출액:억달러;증가률:18.7%;품목:밀기타
한국,국가,수출,대만,국가,수출액:억달러;증가률:7.6%;품목:라면,수출액:억달러;증가률:10.8%;품목:신선배,수출액:억달러;증가률:7.1%;품목:조제식료품기타
한국,국가,수출,호주,국가,수출액:억달러;증가률:7.0%;품목:밀기타,수출액:억달러;증가률:15.3%;품목:유채(저에루크산),수출액:억달러;증가률:35.1%;품목:팜유기타
한국,국가,수출,인도네시아,국가,수출액:억달러;증가률:4.7%;품목:커피크리머,수출액:억달러;증가률:5.1%;품목:기타무알콜음료,수출액:억달러;증가률:18.0%;품목:라면
한국,국가,수출,말레이시아,국가,수출액:억달러;증가률:0.8%;품목:라면,수출액:억달러;증가률:28.6%;품목:조제식료품기타,수출액:억달러;증가률:16.3%;품목:유채(저에루크산)
한국,국가,수출,필리핀,국가,수출액:억달러;증가률:8.3%;품목:라면,수출액:억달러;증가률:11.0%;품목:조제식료품기타,수출액:억달러;증가률:13.9%;품목:건조김
한국,국가,수출,베트남,국가,수출액:억달러;증가률:15.4%;품목:밀기타,수출액:억달러;증가률:25.5%;품목:밀·메슬린가루,수출액:억달러;증가률:51.1%;품목:대두기타
한국,국가,수출,러시아,국가,수출액:억달러;증가률:2.5%;품목:밀기타,수출액:억달러;감소률:8.7%;품목:밀·메슬린가루,수출액:억달러;감소률:25.9%;품목:대두기타
한국,국가,수출,몽골,국가,수출액:억달러;증가률:28.6%;품목:라면,수출액:억달러;증가률:54.0%;품목:신선배,수출액:억달러;증가률:54.0%;품목:조제식료품기타
한국,국가,수출,아랍에미리트,국가,수출액:억달러;증가률:16.3%;품목:라면,수출액:억달러;감소률:4.0%;품목:유기농제품,수출액:억달러;감소률:10.0%;품목:가공식품
한국,국가,수출,호주,국가,수출액:억달러;증가률:7.0%;품목:밀기타,수출액:억달러;증가률:15.3%;품목:유채(저에루크산),수출액:억달러;증가률:35.1%;품목:팜유기타
