엔터티1,엔터티1유형,관계,엔터티2,엔터티2유형,속성
Nestle Healthcare Science,기업,생산,당뇨병환자용 제품,품목,국가:일본;시기:2020년
Abbott Laboratories,기업,생산,당뇨병환자 대용식,품목,국가:미국;시기:2019년
Danone Nutricia,기업,생산,대사질환자용 식품,품목,국가:미국;시기:2019년
Vitaflo,기업,생산,페닐케톤뇨증 환자용제품,품목,국가:미국;시기:2019년
병자용식품대표제조사및제품,기업,생산,탈수환자용 제품,품목,국가:일본;시기:2019년
병자용식품대표제조사및제품,기업,생산,무유당제품,품목,국가:메이지;시기:2019년
PROVEXIS,기업,출원,조성물 및 방법,기술,국가:일본;시기:2017년
AMAZENTIS,기업,출원,조성물 및 방법,기술,국가:일본;시기:2017년
NUSIRT SCIENCES INC,기업,출원,조성물 및 방법,기술,국가:미국;시기:2018년
Kyung Hee University,기관,출원,조성물 및 방법,기술,국가:미국;시기:2016년
INQPHARM GROUP SDN BHD,기업,출원,조성물 및 방법,기술,국가:미국;시기:2015년
WELL STONE CO,기업,출원,조성물 및 방법,기술,국가:미국;시기:2015년
ALFASIGMA,기업,출원,조성물 및 방법,기술,국가:미국;시기:2015년
Inovobiologic,기업,출원,조성물 및 방법,기술,국가:미국;시기:2018년
Dong-A St Co.,기업,출원,조성물 및 방법,기술,국가:일본;시기:2017년
Framroze Bomi P,개인,출원,조성물 및 방법,기술,국가:미국;시기:2009년
Société des Produits Nestlé,기업,출원,조성물 및 방법,기술,국가:유럽;시기:2016년
Rivalt Foods,기업,생산,대체육제품,품목,국가:네덜란드;시기:2019년
De Vegetarische Slager,기업,생산,대체육제품,품목,국가:네덜란드;시기:2019년
Love Seitan,기업,생산,대체육제품,품목,국가:영국;시기:2019년
GOLD & GREEN FOODS OY,기업,생산,대체육제품,품목,국가:핀란드;시기:2019년
Impossible Foods Inc.,기업,생산,대체육제품,품목,국가:미국;시기:2019년
ROQUETTE FRERES,기업,생산,식물성단백질,품목,국가:프랑스;시기:2019년
DeVegetarischeSlager,기업,생산,식물성고기,품목,국가:네덜란드;시기:2019년
Unilever,기업,생산,대체육제품,품목,국가:유럽;시기:2019년
Nestle,기업,생산,대체육제품,품목,국가:유럽;시기:2019년
Moss Burger,기업,생산,대체육제품,품목,국가:일본;시기:2020년
Itoham,기업,생산,대체육제품,품목,국가:일본;시기:2020년
Integri Cultures,기업,생산,배양육,품목,국가:일본;시기:2021년(예상)
KOTRA,기관,조사,시장현황,정보,국가:한국;시기:2020년
농림축산식품부,기관,정책,고령친화식품시장,정보,국가:한국;시기:2020년
