엔터티1,엔터티1유형,관계,엔터티2,엔터티2유형,속성
사우디아라비아,국가,수출,한국,국가,시기:2024년;품목:식품
사우디아라비아,국가,수입,한국,국가,시기:2024년;품목:식품
한국,기업,수출,사우디아라비아,국가,품목:농산물;수출액:35880
한국,기업,수출,사우디아라비아,국가,품목:수산물;수출액:93000
한국,기업,수출,사우디아라비아,국가,품목:축산물;수출액:33000
한국,기업,수출,사우디아라비아,국가,품목:임산물;수출액:32000
한국,기업,수출,사우디아라비아,국가,품목:김;수출액:2610
한국,기업,수출,사우디아라비아,국가,품목:라면;수출액:11280
한국,기업,수출,사우디아라비아,국가,품목:떡볶이;수출액:수치없음
사우디아라비아,국가,수입,한국,국가,품목:김;수입액:33950
사우디아라비아,국가,수입,한국,국가,품목:라면;수입액:11280
사우디아라비아,국가,수입,한국,국가,품목:떡볶이;수입액:수치없음
사우디아라비아,국가,수입,브라질,국가,품목:식품;수입액:3205500
사우디아라비아,국가,수입,미국,국가,품목:식품;수입액:1714708
사우디아라비아,국가,수입,호주,국가,품목:식품;수입액:1570181
사우디아라비아,국가,수입,아르헨티나,국가,품목:식품;수입액:1568593
사우디아라비아,국가,수입,인도,국가,품목:식품;수입액:2190163
사우디아라비아,국가,수입,중국,국가,품목:식품;수입액:3395200
사우디아라비아,국가,수입,일본,국가,품목:식품;수입액:수치없음
사우디아라비아,국가,수입,유럽연합,국가,품목:식품;수입액:수치없음
한국,기업,수출,사우디아라비아,국가,품목:김;수출액:2610
한국,기업,수출,사우디아라비아,국가,품목:라면;수출액:11280
한국,기업,수출,사우디아라비아,국가,품목:떡볶이;수출액:수치없음
한국,기업,수출,사우디아라비아,국가,품목:김치;수출액:2610
사우디아라비아,국가,수출,한국,국가,품목:김;수출액:2610
사우디아라비아,국가,수출,한국,국가,품목:라면;수출액:11280
사우디아라비아,국가,수출,한국,국가,품목:떡볶이;수출액:수치없음
사우디아라비아,국가,수출,한국,국가,품목:김치;수출액:2610
