엔터티1,엔터티1유형,관계,엔터티2,엔터티2유형,속성
중국,국가,시장현황,밀키트&간편식 시장,산업,시기:2024년
중국,국가,정책,위즈차이(预制菜),산업,정의:방부제 미사용;범주:즉석섭취식품(RTE);가열섭취식품(RTH);즉석조리식품(RTC);간편조리식품(RTP);시기:2024.3
중국,국가,정책,위생안전 규범,산업,발표기관:중국요리협회;광둥성농업농촌부;시기:2022년
중국,국가,정책,식품안전법,법률,시기:2021.4
중국,국가,정책,산업표준,산업,내용:포장라벨,생산일자,보존기한,인증마크
중국,국가,정책,생산허가증,제도,내용:생산설비,공정심사,품질검사
중국,국가,정책,수입식품 규정,법률,내용:수입기업 등록,검역허가,수입품 라벨
중국,국가,정책,밀키트 식품안전 표준,산업,내용:생산,가공,유통,검사기준
중국,국가,정책,생산허가심사,제도,내용:생산시설심사,제품평가,비용부담
중국,국가,정책,수입 규제,법률,내용:수입신고,검역,국가표준준수
중국,국가,정책,품질인증,인증,내용:녹색식품,유기식품,0첨가
중국,국가,정책,산업표준,산업,내용:지방단체표준,기업표준,지역별 표준
중국,기업,안징식품,제품,냉동식품,주요제품:훠궈재료,반조리품
중국,기업,웨이즈샹,제품,간편식,주요제품:육류,수산물,반조리품
중국,기업,궈롄수산,제품,수산물,주요제품:생선,새우,가재,수산가공품
중국,기업,샤오바룽,제품,수산물,주요제품:민물가재,생선
중국,기업,안징식품,제품,냉동식품,주요제품:샤오룽샤,쏸차이위,훠궈재료
중국,기업,허마셴성,제품,밀키트,주요제품:즉석요리,반조리품,신선식품
중국,기업,Sam's Club,제품,밀키트,주요제품:한식,일식,양식,냉동요리
중국,기업,딩둥마이차이,유통업체,브랜드,제품:육류요리,수산물,밀키트
중국,기업,궈롄수산,유통업체,수산물,수입수산물,생선,가재
중국,기업,안징식품,유통업체,냉동식품,훠궈재료,반조리품
중국,기업,허마셴성,유통업체,신선식품,밀키트,반제품
중국,기업,샤오상,유통업체,수입식품,냉동식품,가공육
중국,기업,타이슨,제조업체,육가공,닭고기,가공육,수입육
중국,기업,바카보르,제조업체,밀키트,신선식품,가공품
중국,기업,중국시장,수입기업,수입품,햄,소시지,통조림
중국,기업,외국기업,생산시설,현지화,생산공장,수입대체
중국,기업,외국기업,수입,수입육,수입채소,수입과일
중국,기업,외국기업,수출입,수입수산물,육류,가공육
중국,기업,외국기업,수입,수입식품,냉동식품,통조림
중국,기업,외국기업,수입,수입원료,육류,수산물
중국,기업,외국기업,수입,수입식품,가공육,냉동육
중국,기업,외국기업,수입,수입식품,채소,과일
중국,기업,외국기업,수입,수입식품,즉석식품,냉동식품
중국,기업,외국기업,수입,수입식품,반제품,조리식품
중국,기업,외국기업,수입,수입식품,간편식,밀키트
중국,기업,외국기업,수입,수입식품,가공육,수산물
중국,기업,외국기업,수입,수입식품,즉석식품,냉동식품
중국,기업,외국기업,수입,수입식품,통조림,가공육
중국,기업,외국기업,수입,수입식품,냉동식품,반조리품
중국,기업,외국기업,수입,수입식품,수산물,생선
중국,기업,외국기업,수입,수입식품,육류,가공육
중국,기업,외국기업,수입,수입식품,채소,과일
중국,기업,외국기업,수입,수입식품,즉석식품,냉동식품
중국,기업,외국기업,수입,수입식품,통조림,가공육
중국,기업,외국기업,수입,수입식품,냉동식품,반조리품
중국,기업,외국기업,수입,수입식품,수산물,생선
중국,기업,외국기업,수입,수입식품,육류,가공육
중국,기업,외국기업,수입,수입식품,채소,과일
중국,기업,외국기업,수입,수입식품,즉석식품,냉동식품
중국,기업,외국기업,수입,수입식품,통조림,가공육
중국,기업,외국기업,수입,수입식품,냉동식품,반조리품
중국,기업,외국기업,수입,수입식품,수산물,생선
중국,기업,외국기업,수입,수입식품,육류,가공육
중국,기업,외국기업,수입,수입식품,채소,과일
중국,기업,외국기업,수입,수입식품,즉석식품,냉동식품
중국,기업,외국기업,수입,수입식품,통조림,가공육
