엔터티1,엔터티1유형,관계,엔터티2,엔터티2유형,속성
스페인,국가,시장규모,혼합주스 및 스무디,품목,시기:2024;시장규모:8272억 원
스페인,국가,시장규모,해초주스,품목,시기:2024;시장규모:8272억 원
스페인,국가,수입규모,해초주스,품목,시기:2023;수입액:590억 원
스페인,국가,수입단가 HS CODE 2106.90,해초주스,품목,시기:2023;수입단가:9881만 원/톤
한국,국가,수출,해초주스,품목,시기:2023;수출량:13885톤;수출액:8720억 원
한국,국가,수출,해초주스,품목,시기:2023;수출량:13885톤;수출액:8720억 원
스페인,국가,수입,한국 해초주스,품목,시기:2023;수입액:59억 원
스페인,국가,수입,한국 해초주스,품목,시기:2023;수입량:6톤
스페인,국가,수입,HS CODE 2106.90,해초주스,품목,시기:2023;수입단가:782만 원/톤
스페인,국가,수입,HS CODE 2106.90,해초주스,품목,시기:2023;수입액:1.5조 원
스페인,국가,수입,HS CODE 2106.90,해초주스,품목,시기:2023;수입량:192147톤
스페인,국가,수입,한국 해초주스,품목,시기:2023;수입액:5.9억 원
스페인,국가,수입,한국 해초주스,품목,시기:2023;수입량:17톤
스페인,국가,시장점유율,슈퍼마켓,유형,점유율:50.2%
스페인,국가,유통채널,까르푸,기업,유형:하이퍼마켓/슈퍼마켓
까르푸,기업,수입,해초주스,품목,시기:2022;매장수:1179
메르카도나,기업,수입,해초주스,품목,시기:2023;매장수:약 172
아마존 스페인,기업,수입,해초주스,품목,시기:2023;매출액:약 41억 달러
드루니,기업,수입,해초주스,품목,시기:2024;매장수:약 458
프리모르,기업,수입,해초주스,품목,시기:2024;매장수:172
아레날페르푸메리아스,기업,수입,해초주스,품목,시기:2024;매장수:약 72
에스파시오오르가니코,기업,수입,해초류,품목,시기:2023;인기제품:김, 해초 소금, 해초 파스타
에르볼라리오나바로,기업,수입,해초류,품목,시기:2023;인기제품:해초 스낵, 수프, 통조림
비오사노,기업,수입,해초류,품목,시기:2023;인기제품:해초 가공품
이상,엔터티,관계,속성,유형,설명
