엔터티1,엔터티1유형,관계,엔터티2,엔터티2유형,속성
이란,국가,수출,한국,국가,수출액:약 70만달러;시기:2023년
이란,국가,수입,한국,국가,수입액:약 2298만달러;시기:2022년
이란,국가,수출,이라크,국가,수출액:약 146억 647만달러;시기:2022년
이란,국가,수출,아랍에미리트,국가,수출액:약 53억 3655만달러;시기:2022년
이란,국가,수출,파키스탄,국가,수출액:약 4억 4867만달러;시기:2022년
이란,국가,수출,아프카니스탄,국가,수출액:약 3억 5264만달러;시기:2022년
이란,국가,수출,러시아,국가,수출액:약 3억 1268만달러;시기:2022년
이란,국가,수출,인도,국가,수출액:약 1억 9541만달러;시기:2022년
이란,국가,수출,튀르키예,국가,수출액:약 1억 9390만달러;시기:2022년
이란,국가,수출,중국,국가,수출액:약 1억 5672만달러;시기:2022년
이란,국가,수출,독일,국가,수출액:약 1억 1985만달러;시기:2022년
이란,국가,수출,이란,국가,수출품목:신선 토마토,피스타치오,대추야자,고체 우유,수박,샤프란,사과,포도,기타
이란,국가,수입,이란,국가,수입액:약 177억 6586만달러;시기:2022년
이란,국가,수입,아랍에미리트,국가,수입액:약 60억 3967만달러;시기:2022년
이란,국가,수입,튀르키예,국가,수입액:약 2억 1877만달러;시기:2022년
이란,국가,수입,인도,국가,수입액:약 1억 877만달러;시기:2022년
이란,국가,수입,러시아,국가,수입액:약 714만달러;시기:2022년
이란,국가,수입,영국,국가,수입액:약 714만달러;시기:2022년
이란,국가,수입,이란,국가,수입품목:옥수수,밀,쌀,대두,해바라기씨유,보리,팜유,사탕수수당,대두유,기타
이란,국가,수출,한국,국가,수출액:약 71만달러;시기:2023년
이란,국가,수출,한국,국가,수출품목:백삼조제품,조제식료품,기타 음료,홍삼추출물,식염
이란,국가,수입,이란,국가,수입액:약 177억 6586만달러;시기:2022년
이란,국가,수입,아랍에미리트,국가,수입액:약 60억 3967만달러;시기:2022년
이란,국가,수입,튀르키예,국가,수입액:약 2억 1877만달러;시기:2022년
이란,국가,수입,인도,국가,수입액:약 1억 877만달러;시기:2022년
이란,국가,수입,러시아,국가,수입액:약 714만달러;시기:2022년
이란,국가,수입,이란,국가,수입품목:옥수수,밀,쌀,대두,해바라기씨유,보리,팜유,사탕수수당,대두유,기타
이란,국가,수출,이란,국가,수출품목:신선 토마토,피스타치오,대추야자,고체 우유,수박,샤프란,사과,포도,기타
이란,국가,수입,이란,국가,수입품목:옥수수,밀,쌀,대두,해바라기씨유,보리,팜유,사탕수수당,대두유,기타
이란,국가,수출,한국,국가,수출액:약 70만달러;시기:2023년
이란,국가,수출,한국,국가,수출품목:백삼조제품,조제식료품,기타 음료,홍삼추출물,식염
이란,국가,수입,이란,국가,수입액:약 177억 6586만달러;시기:2022년
이란,국가,수입,아랍에미리트,국가,수입액:약 60억 3967만달러;시기:2022년
이란,국가,수입,튀르키예,국가,수입액:약 2억 1877만달러;시기:2022년
