엔터티1,엔터티1유형,관계,엔터티2,엔터티2유형,속성
영국,국가,수입,고추잼,품목,시기:2024년;국가:영국
고추잼,품목,생산,청양군 특산물인 고춧가루,원료,속성명:고춧가루;활용:100%
고추잼,품목,대체품,스위트 칠리 잼,품목,시기:2024년;국가:영국
고추잼,품목,대체품,칠리 & 토마토 잼,품목,시기:2024년;국가:영국
고추잼,품목,대체품,스위트 칠리 잼,품목,시기:2024년;국가:영국
고추잼,품목,대체품,프레쉬 칠리 잼,품목,시기:2024년;국가:영국
고추잼,품목,대체품,파이어플레임 칠리 잼,품목,시기:2024년;국가:영국
고추잼,품목,대체품,아스다 엑스트라 스페셜 할라페뇨 칠리,품목,시기:2024년;국가:영국
고추잼,품목,대체품,난도스 스위트 칠리 잼,품목,시기:2024년;국가:영국
고추잼,품목,대체품,트랙클먼츠 프레쉬 칠리 잼,품목,시기:2024년;국가:영국
고추잼,품목,대체품,사우스 데번 칠리 팜 칠리 잼,품목,시기:2024년;국가:영국
고추잼,품목,대체품,본 마망 라즈베리 콘저브,품목,시기:2024년;국가:영국
고추잼,품목,대체품,하틀리스 아프리콧,품목,시기:2024년;국가:영국
고추잼,품목,대체품,스트로베리 잼,품목,시기:2024년;국가:영국
고추잼,품목,대체품,마크스 앤 스펜서 아프리콧 콘저브,품목,시기:2024년;국가:영국
고추잼,품목,대체품,본 마망 라즈베리 콘저브,품목,시기:2024년;국가:영국
고추잼,품목,대체품,셀프리지스 스트로베리 잼,품목,시기:2024년;국가:영국
고추잼,품목,대체품,파이어플레임 칠리 잼 마일드,품목,시기:2024년;국가:영국
고추잼,품목,대체품,아프리콧 콘저브,품목,시기:2024년;국가:영국
