엔터티1,엔터티1유형,관계,엔터티2,엔터티2유형,속성
영국,국가,수출,한국,국가,시기:2024년;국가:영국
한국,기업,수출,영국,국가,시기:2024년;국가:영국
한국,기업,수출,한국산,품목,시기:2024년;국가:영국
한국,기업,수출,복합식품,품목,시기:2024년;국가:영국
한국,기업,수출,가공 및 포장된 과일 및 채소,품목,시기:2024년;국가:영국
한국,기업,수출,냉동치킨,품목,시기:2024년;국가:영국
한국,기업,수출,삼계탕,품목,시기:2024년;국가:영국
한국,기업,수출,만두,품목,시기:2024년;국가:영국
한국,기업,수출,고추장,품목,시기:2024년;국가:영국
한국,기업,수출,김,품목,시기:2024년;국가:영국
한국,기업,수출,김치,품목,시기:2024년;국가:영국
한국,기업,수출,라면,품목,시기:2024년;국가:영국
한국,기업,수출,조미김,품목,시기:2024년;국가:영국
한국,기업,수출,떡볶이,품목,시기:2024년;국가:영국
한국,기업,수출,한국 소주,품목,시기:2024년;국가:영국
한국,기업,수출,한국 고추장,품목,시기:2024년;국가:영국
영국,국가,수입,한국,국가,시기:2024년;국가:영국
영국,국가,수입,네덜란드,국가,시기:2024년;국가:영국
영국,국가,수입,프랑스,국가,시기:2024년;국가:영국
영국,국가,수입,아일랜드,국가,시기:2024년;국가:영국
영국,국가,수입,독일,국가,시기:2024년;국가:영국
영국,국가,수입,스페인,국가,시기:2024년;국가:영국
영국,국가,수입,이탈리아,국가,시기:2024년;국가:영국
영국,국가,수입,폴란드,국가,시기:2024년;국가:영국
영국,국가,수입,벨기에,국가,시기:2024년;국가:영국
영국,국가,수입,중국,국가,시기:2024년;국가:영국
영국,국가,수입,싱가포르,국가,시기:2024년;국가:영국
영국,국가,수입,이탈리아,국가,시기:2024년;국가:영국
영국,국가,수입,미국,국가,시기:2024년;국가:영국
영국,국가,수입,한국,국가,시기:2024년;국가:영국
한국,기업,수출,영국,국가,시기:2024년;국가:영국
한국,기업,수출,라면,품목,시기:2024년;국가:영국
한국,기업,수출,김치,품목,시기:2024년;국가:영국
한국,기업,수출,조미김,품목,시기:2024년;국가:영국
한국,기업,수출,떡볶이,품목,시기:2024년;국가:영국
한국,기업,수출,한국 소주,품목,시기:2024년;국가:영국
한국,기업,수출,고추장,품목,시기:2024년;국가:영국
한국,기업,수출,김,품목,시기:2024년;국가:영국
한국,기업,수출,과일 잼류,품목,시기:2024년;국가:영국
한국,기업,수출,과일 스프레드,품목,시기:2024년;국가:영국
영국,국가,수입,한국,국가,시기:2024년;국가:영국
영국,국가,수입,네덜란드,국가,시기:2024년;국가:영국
영국,국가,수입,프랑스,국가,시기:2024년;국가:영국
영국,국가,수입,아일랜드,국가,시기:2024년;국가:영국
영국,국가,수입,독일,국가,시기:2024년;국가:영국
영국,국가,수입,스페인,국가,시기:2024년;국가:영국
영국,국가,수입,이탈리아,국가,시기:2024년;국가:영국
영국,국가,수입,미국,국가,시기:2024년;국가:영국
영국,국가,수입,한국,국가,시기:2024년;국가:영국
