엔터티1,엔터티1유형,관계,엔터티2,엔터티2유형,속성
프랑스,국가,수입,석류콜라겐젤리,품목,시기:2024년;국가:프랑스
프랑스,국가,생산,콜라겐젤리,품목,시기:2024년;국가:프랑스
글로우25,브랜드,생산,콜라겐젤리,품목,시기:2024년;국가:독일
웨이트월드,브랜드,생산,콜라겐젤리,품목,시기:2024년;국가:영국
함초록,브랜드,생산,콜라겐젤리,품목,시기:2024년;국가:한국
젤리필스,브랜드,생산,콜라겐젤리,품목,시기:2024년;국가:한국
프랑스,국가,수입,프랑스 對글로벌 수입액,수입,시기:2023년;국가:프랑스
프랑스,국가,수입,프랑스 對한국 수입액,수입,시기:2023년;국가:프랑스
프랑스,국가,수입,HS CODE 2106.90,수입,시기:2023년;국가:프랑스
프랑스,국가,수입,HS CODE 2106.90,수입,시기:2023년;국가:프랑스
프랑스,국가,수입,HS CODE 2106.90,수입,시기:2023년;국가:프랑스
프랑스,국가,수입,HS CODE 2106.90,수입,시기:2023년;국가:프랑스
프랑스,국가,수입,HS CODE 2106.90,수입,시기:2023년;국가:프랑스
프랑스,국가,수입,HS CODE 2106.90,수입,시기:2023년;국가:프랑스
프랑스,국가,수입,HS CODE 2106.90,수입,시기:2023년;국가:프랑스
글로우25,브랜드,생산,콜라겐젤리,품목,시기:2024년;국가:독일
웨이트월드,브랜드,생산,콜라겐젤리,품목,시기:2024년;국가:영국
함초록,브랜드,생산,콜라겐젤리,품목,시기:2024년;국가:한국
젤리필스,브랜드,생산,콜라겐젤리,품목,시기:2024년;국가:한국
