엔터티1,엔터티1유형,관계,엔터티2,엔터티2유형,속성
제주 고등어살,제품,생산,한국산,국가,국가:한국;시기:2024년
아마존,기업,운영,Amazon,기업,국가:미국;시기:2024년
킹 오스카,기업,생산,폴란드,국가,국가:폴란드;시기:2024년
와일드 플래닛,기업,생산,미국,국가,국가:미국;시기:2024년
콜스,기업,생산,미국,국가,국가:미국;시기:2024년
시온마켓,기업,운영,미국,국가,국가:미국;시기:2024년
아마존,기업,운영,Amazon,기업,국가:미국;시기:2024년
월마트,기업,운영,Walmart,기업,국가:미국;시기:2024년
홀푸드마켓,기업,운영,Whole Foods Market,기업,국가:미국;시기:2024년
제이원,기업,생산,한국,국가,국가:한국;시기:2024년
S사,기업,생산,한국,국가,국가:한국;시기:2024년
J사,기업,생산,한국,국가,국가:한국;시기:2024년
제주 프로즌 솔티드 매커럴,제품,생산,한국산,국가,국가:한국;시기:2024년
솔티드 매커럴 필레,제품,생산,한국산,국가,국가:한국;시기:2024년
라이틀리 솔티드 노르웨이 매커럴,제품,생산,노르웨이,국가,국가:노르웨이;시기:2024년
솔티드 매커럴,제품,생산,한국산,국가,국가:한국;시기:2024년
와일드 매커럴,제품,생산,모로코,국가,국가:모로코;시기:2024년
와일드 스모크드 매커럴,제품,생산,라트비아,국가,국가:라트비아;시기:2024년
