엔터티1,엔터티1유형,관계,엔터티2,엔터티2유형,속성
미국,국가,수입,해초소스,품목,국가:미국;시기:2024년
미국,국가,생산,수산가공식품,품목,국가:미국;시기:2024년
미국,국가,수입,HS CODE 2008.99,품목,국가:미국;시기:2024년
한국,국가,수출,해초소스,품목,국가:한국;시기:2023년
한국,국가,수출,HS CODE 2008.99,품목,국가:한국;시기:2023년
한국,국가,수출,수산물,품목,국가:한국;시기:2023년
한국,국가,수출,해초소스,품목,국가:한국;시기:2023년
미국,국가,수입,HS CODE 2008.99,품목,국가:미국;시기:2023년
미국,국가,수입,한국,국가,국가:미국;시기:2023년
미국,국가,수입,한국,국가,국가:미국;시기:2023년
미국,국가,수입,한국,국가,국가:미국;시기:2023년
미국,국가,수입,HS CODE 2008.99,품목,국가:미국;시기:2023년
한국,국가,수출,해초소스,품목,국가:한국;시기:2023년
한국,국가,수출,HS CODE 2008.99,품목,국가:한국;시기:2023년
미국,국가,생산,수산가공식품,품목,국가:미국;시기:2024년
미국,국가,생산,수산물,품목,국가:미국;시기:2024년
미국,국가,수입,HS CODE 2008.99,품목,국가:미국;시기:2024년
미국,국가,수입,한국,국가,국가:미국;시기:2024년
미국,국가,수입,한국,국가,국가:미국;시기:2024년
미국,국가,수입,한국,국가,국가:미국;시기:2024년
