엔터티1,엔터티1유형,관계,엔터티2,엔터티2유형,속성
카자흐스탄,국가,수입,홍삼커피,품목,수입액:31904;시기:2023년
카자흐스탄,국가,생산,커피,품목,시장규모:6013억 원;시기:2023년
카자흐스탄,국가,생산,인스턴트커피,품목,시장규모:3976억 원;시기:2023년
카자흐스탄,국가,수입,HS CODE 2101.11,품목,수입액:417억 원;시기:2023년
카자흐스탄,국가,수입,한국,국가,수입액:4443만 원;시기:2023년
카자흐스탄,국가,생산,커피,품목,시장규모:6013억 원;시기:2023년
카자흐스탄,국가,수입,홍삼농축액,품목,수입액:31904;시기:2023년
카자흐스탄,국가,수입,인스턴트커피,품목,시장규모:3976억 원;시기:2023년
카자흐스탄,국가,수입,HS CODE 2101.11,품목,수입액:417억 원;시기:2023년
카자흐스탄,국가,수입,한국,국가,수입액:4443만 원;시기:2023년
카자흐스탄,국가,생산,커피,품목,시장규모:6013억 원;시기:2023년
카자흐스탄,국가,생산,인스턴트커피,품목,시장규모:3976억 원;시기:2023년
카자흐스탄,국가,생산,홍삼커피,품목,시장규모:없음;시기:2024년 예상
카자흐스탄,국가,생산,홍삼농축액,품목,시장규모:없음;시기:2024년 예상
카자흐스탄,국가,수입,홍삼커피,품목,수입액:31904;시기:2023년
카자흐스탄,국가,수입,HS CODE 2101.11,품목,수입액:417억 원;시기:2023년
카자흐스탄,국가,수입,한국,국가,수입액:4443만 원;시기:2023년
