엔터티1,엔터티1유형,관계,엔터티2,엔터티2유형,속성
영국,국가,시장규모,고추잼,품목,시기:2024년;시장규모:3380억 원
영국,국가,시장규모,잼&마멀레이드,품목,시기:2024년;시장규모:1212억 원
영국,국가,수입규모,고추잼,품목,시기:2023년;수입액:1966억 원
영국,국가,수입규모,글로벌 수입액,품목,시기:2023년;수입액:123396천달러
영국,국가,수입규모,한국 수입액,품목,시기:2023년;수입액:2212만 원
영국,국가,시장성장,스프레드,품목,시기:2023년;시장규모:3380억 원
영국,국가,시장성장,잼&마멀레이드,품목,시기:2023년;시장규모:1212억 원
영국,국가,시장성장,HS CODE 2007.99,품목,시기:2023년;수입액:1966억 원
영국,국가,시장성장,HS CODE 2007.99,품목,시기:2023년;수입액:2212만 원
영국,국가,시장성장,스프레드,품목,시기:2023년;시장규모:3380억 원
영국,국가,시장성장,잼&마멀레이드,품목,시기:2023년;시장규모:1212억 원
영국,국가,시장성장,고추잼,품목,시기:2024년;시장규모:3777억 원
영국,국가,시장성장,고추잼,품목,시기:2024년;수입액:1725억 원
영국,국가,시장성장,고추잼,품목,시기:2024년;수입액:968만 원
영국,국가,시장성장,고추잼,품목,시기:2024년;시장규모:3582억 원
영국,국가,시장성장,고추잼,품목,시기:2024년;수입액:1725억 원
영국,국가,시장성장,고추잼,품목,시기:2024년;수입액:968만 원
영국,국가,시장규모,잼&마멀레이드,품목,시기:2023년;시장규모:1212억 원
영국,국가,시장규모,스프레드,품목,시기:2023년;시장규모:3380억 원
영국,국가,시장규모,HS CODE 2007.99,품목,시기:2023년;수입액:1966억 원
영국,국가,시장규모,HS CODE 2007.99,품목,시기:2023년;수입액:2212만 원
영국,국가,시장규모,고추잼,품목,시기:2024년;시장규모:3777억 원
영국,국가,시장규모,고추잼,품목,시기:2024년;수입액:1725억 원
영국,국가,시장규모,고추잼,품목,시기:2024년;수입액:968만 원
