엔터티1,엔터티1유형,관계,엔터티2,엔터티2유형,속성
C사,기업,생산,쌀귀리 표고 누룽지칩,품목,시기:2024년;국가:미국
C사,기업,수입,미국 FDA 인증,인증,시기:2024년;국가:미국
C사,기업,생산,곡류가공품,품목,시기:2024년;국가:미국
C사,기업,생산,누룽지,품목,시기:2024년;국가:한국
C사,기업,수입,아마존,온라인쇼핑몰,시기:2024년;국가:미국
C사,기업,수입,월마트,온라인쇼핑몰,시기:2024년;국가:미국
C사,기업,수입,크로거,온라인쇼핑몰,시기:2024년;국가:미국
C사,기업,수입,아시안 슈퍼마켓,오프라인매장,시기:2024년;국가:미국
C사,기업,수입,시온마켓,오프라인매장,시기:2024년;국가:미국
C사,기업,수입,한남체인,오프라인매장,시기:2024년;국가:미국
C사,기업,수입,타겟,오프라인매장,시기:2024년;국가:미국
C사,기업,수입,에이치마트,오프라인매장,시기:2024년;국가:미국
C사,기업,수입,이커머스,온라인쇼핑몰,시기:2024년;국가:미국
A사,기업,생산,쌀과자,품목,시기:2024년;국가:한국
A사,기업,수입,아메리카 그랜드 슈퍼 센터,수입자,시기:2024년;국가:미국
A사,기업,수입,Ottogi America Inc,수입자,시기:2024년;국가:미국
A사,기업,수입,그랜드 슈퍼 센터,수입자,시기:2024년;국가:미국
A사,기업,수입,아마존,온라인쇼핑몰,시기:2024년;국가:미국
A사,기업,수입,월마트,온라인쇼핑몰,시기:2024년;국가:미국
A사,기업,수입,홈플러스,오프라인매장,시기:2024년;국가:미국
B사,기업,생산,크리스피 브라운 라이스 크러스트,품목,시기:2024년;국가:한국
B사,기업,수입,에이치마트,오프라인매장,시기:2024년;국가:미국
B사,기업,수입,시온마켓,오프라인매장,시기:2024년;국가:미국
B사,기업,수입,아마존,온라인쇼핑몰,시기:2024년;국가:미국
엔-초이스,기업,생산,딜리셔스 메모리 스코치드 라이스,품목,시기:2024년;국가:한국
엔-초이스,기업,수입,크로거,오프라인매장,시기:2024년;국가:미국
엔-초이스,기업,수입,월마트,온라인쇼핑몰,시기:2024년;국가:미국
엔-초이스,기업,수입,아마존,온라인쇼핑몰,시기:2024년;국가:미국
한남체인,기업,수입,누룽지,품목,시기:2024년;국가:한국
한남체인,기업,수입,누룽지,품목,시기:2024년;국가:한국
타겟,기업,수입,라이스 케이크,품목,시기:2024년;국가:미국
타겟,기업,수입,누룽지,품목,시기:2024년;국가:미국
아시안 슈퍼마켓,기업,수입,쌀과자,품목,시기:2024년;국가:한국
아시안 슈퍼마켓,기업,수입,쌀과자,품목,시기:2024년;국가:일본
아시안 슈퍼마켓,기업,수입,쌀과자,품목,시기:2024년;국가:중국
아시안 슈퍼마켓,기업,수입,쌀과자,품목,시기:2024년;국가:인도네시아
