엔터티1,엔터티1유형,관계,엔터티2,엔터티2유형,속성
태국,국가,수출,한국,국가,시기:2024년;품목:식품
태국,국가,수입,한국,국가,시기:2024년;품목:식품
태국,국가,수출,중국,국가,시기:2023년;품목:식품
태국,국가,수출,일본,국가,시기:2023년;품목:식품
태국,국가,수출,미국,국가,시기:2023년;품목:식품
태국,국가,수출,인도네시아,국가,시기:2023년;품목:식품
태국,국가,수출,말레이시아,국가,시기:2023년;품목:식품
태국,국가,수출,캄보디아,국가,시기:2023년;품목:식품
태국,국가,수출,필리핀,국가,시기:2023년;품목:식품
태국,국가,수출,미얀마,국가,시기:2023년;품목:식품
태국,국가,수출,한국,국가,시기:2023년;품목:수출품목
태국,국가,수입,중국,국가,시기:2023년;품목:수입품목
태국,국가,수입,호주,국가,시기:2023년;품목:수입품목
태국,국가,수입,미국,국가,시기:2023년;품목:수입품목
태국,국가,수입,베트남,국가,시기:2023년;품목:수입품목
태국,국가,수입,인도네시아,국가,시기:2023년;품목:수입품목
태국,국가,수입,인도,국가,시기:2023년;품목:수입품목
태국,국가,수입,뉴질랜드,국가,시기:2023년;품목:수입품목
태국,국가,수입,미얀마,국가,시기:2023년;품목:수입품목
태국,국가,수입,말레이시아,국가,시기:2023년;품목:수입품목
태국,국가,수입,한국,국가,시기:2023년;품목:수입품목
한국,국가,수출,태국,국가,시기:2019~2023;품목:한국산 식품
한국,국가,수출,태국,국가,시기:2019~2023;품목:수출품목
태국,국가,수출,쌀(정미),품목,시기:2019~2023;수출액:4551803
태국,국가,수출,두리안,품목,시기:2019~2023;수출액:4055671
태국,국가,수출,닭고기조제품,품목,시기:2019~2023;수출액:2717627
태국,국가,수출,사탕수수당(기타),품목,시기:2019~2023;수출액:1695647
태국,국가,수출,사탕수수(기타),품목,시기:2019~2023;수출액:1674528
태국,국가,수입,브라질,국가,시기:2019~2023;수입액:3504095
태국,국가,수입,중국,국가,시기:2019~2023;수입액:2588821
태국,국가,수입,호주,국가,시기:2019~2023;수입액:1584078
태국,국가,수입,미국,국가,시기:2019~2023;수입액:1359990
태국,국가,수입,베트남,국가,시기:2019~2023;수입액:728447
태국,국가,수입,인도네시아,국가,시기:2019~2023;수입액:712684
태국,국가,수입,인도,국가,시기:2019~2023;수입액:681003
태국,국가,수입,뉴질랜드,국가,시기:2019~2023;수입액:657593
태국,국가,수입,미얀마,국가,시기:2019~2023;수입액:637398
태국,국가,수입,말레이시아,국가,시기:2019~2023;수입액:521525
태국,국가,수입,한국,국가,시기:2019~2023;수입액:300162
한국,국가,수출,태국,국가,시기:2019~2023;품목:한국산 식품
한국,국가,수출,태국,국가,시기:2019~2023;품목:건조김
한국,국가,수출,태국,국가,시기:2019~2023;품목:라면
한국,국가,수출,태국,국가,시기:2019~2023;품목:신선 딸기
한국,국가,수출,태국,국가,시기:2019~2023;품목:조제식료품(기타)
한국,국가,수출,태국,국가,시기:2019~2023;품목:소스 조제품(기타)
태국,국가,수출,한국,국가,시기:2019~2023;품목:한국산 수출품목
태국,국가,수입,한국,국가,시기:2019~2023;품목:한국산 식품
태국,국가,수입,한국,국가,시기:2019~2023;품목:수입품목
한국,국가,수출,태국,국가,시기:2019~2023;품목:한국산 라면
한국,국가,수출,태국,국가,시기:2019~2023;품목:한국산 건조김
한국,국가,수출,태국,국가,시기:2019~2023;품목:한국산 수산물
한국,국가,수출,태국,국가,시기:2019~2023;품목:한국산 농산물
태국,국가,수출,한국,국가,시기:2019~2023;품목:한국산 축산물
