("entity"|CHINA|GEO|Country with a population of approximately 14.97 billion, a GDP of 17.52 trillion USD, and a market for sauces and spices including refined seasonings, herbs, and related products)

("entity"|2024 CHINESE REFINED SEASONING MARKET|PRODUCT|Market for refined seasonings in China, including import data, market size, growth trends, and regulatory environment for 2024)

("entity"|CHINA'S SAUCES & SPICES MARKET|PRODUCT|Market segment including sauces, spices, and culinary herbs with a size of approximately 54 trillion KRW in 2023, projected to grow at 8.1% annually to 81 trillion KRW by 2028)

("entity"|CHINA'S HERBS & CULINARY HERBS MARKET|PRODUCT|Market segment including spices and herbs, estimated at 1.63 trillion KRW in 2023, growing at 3.0% annually to 1.90 trillion KRW by 2028)

("entity"|CHINA HS CODE 2103.90|PRODUCT|HS code for refined seasonings, with import value of approximately 2,457 billion KRW in 2023, and leading import source being global, with Korea as the top importer among countries)

("entity"|CHINA'S IMPORTS OF REFINED SEASONINGS|PRODUCT|Import data indicating China imported about 2,457 billion KRW worth of refined seasonings under HS code 2103.90 in 2023, with Korea as the largest source)

("entity"|CHINA'S REFINED SEASONING BRANDS|PRODUCT|Major brands include Wanbang, Tianchu, Chanchu, Shihui, Aoyenchi, and others, with 'Wanbang' being the most frequently mentioned brand (48 mentions) in online discussions)

("entity"|CHINA'S KEY INGREDIENTS FOR SEASONINGS|PRODUCT|Common ingredients include salt, cumin, chili, garlic, ginger, bones, seafood, with 'salt' appearing 32 times as a keyword in product descriptions)

("entity"|CHINA'S PACKAGING KEYWORDS FOR SEASONINGS|PRODUCT|Frequent packaging-related keywords include 'pack' (71 mentions), 'bag' (53 mentions), 'bottle' (4 mentions), and weight descriptors like '100g' (44 mentions), '500g' (25 mentions), '454g' (15 mentions)

("entity"|CHINA'S TOP RETAIL CHANNELS FOR SEASONINGS|PRODUCT|Major distribution channels include online platforms (42%), hypermarkets/supermarkets (18%), convenience stores (4%), and others (36%), with online sales dominating in 2023)

("entity"|CHINA'S LEADING DISTRIBUTORS|ORGANIZATION|CR Vanguard, Walmart China, Woori Mart, Gmart, JD.com, Taobao, and others, with CR Vanguard operating over 4000 stores nationwide and Walmart China operating around 400 stores, both key channels for seasoning distribution)

("entity"|CHINA'S REGULATORY AGENCIES|ORGANIZATION|GACC (General Administration of Customs of China), SAMR (Market Supervision Administration), NHC (National Health Commission), responsible for import registration, food safety standards, and labeling regulations for seasonings and food additives)

("entity"|CHINA'S IMPORT REGISTRATION REQUIREMENTS|ORGANIZATION|GACC mandates pre-registration of overseas food production companies, requiring documentation such as business licenses, product safety certificates, and registration numbers, valid for 5 years, for import approval

