("entity"|일본|GEO|Japan, the country where consumer survey and research activities are conducted in the report)

("entity"|한국수산무역협회|ORGANIZATION|Korea Fisheries Trade Association, the organization responsible for the report and research activities)

("entity"|물회|PRODUCT|A traditional Korean raw fish dish, known as "Mulhoe," which is the focus of consumer analysis and perception in Japan)

("entity"|해산물 HMR|PRODUCT|Home Meal Replacement (HMR) products made from seafood, including fish and other marine ingredients, targeted for convenience and consumption in Japan)

("entity"|대형마트|ORGANIZATION|Large retail stores in Japan where seafood HMR products are primarily purchased (64.9% of consumers) and initial product exposure occurs)

("entity"|온라인 쇼핑몰|ORGANIZATION|Online shopping platforms where consumers purchase seafood HMR products (14.99%)

("entity"|한인마트|ORGANIZATION|Korean grocery stores in Japan where seafood HMR products are purchased (12.2%)

("entity"|생선|PRODUCT|Fish, a preferred raw material for seafood HMR products among Japanese consumers)

("entity"|해산물|PRODUCT|Seafood, including various marine ingredients, preferred as raw material for HMR products in Japan)

("entity"|한국산 해산물 HMR|PRODUCT|Korean-origin seafood HMR products, with 17.6% of Japanese consumers having purchased them, often driven by curiosity or interest in Korean products)

("entity"|물회 인지도|PRODUCT|Consumer awareness of "Mulhoe" in Japan, with only 17.6% having heard of it, indicating low recognition)

("entity"|물회 섭취 경험|PRODUCT|Experience of consuming "Mulhoe" among Japanese consumers, with 92.3% having tried it, despite low awareness

("entity"|물회 거부감|PRODUCT|Negative perception or unfamiliarity with "Mulhoe," leading to low recognition and acceptance

("entity"|물회 신선도 인식|PRODUCT|Perception that "Mulhoe" is made from fresh ingredients, with 64.9% agreement among consumers

("entity"|물회 HMR 인식|PRODUCT|Perception that seafood HMR products are tastier and more suitable for special occasions than traditional "Mulhoe," with higher positive recognition

("entity"|물회 HMR 경제성|PRODUCT|Perception of the economic value of seafood HMR products, with only 28.4% believing they are more economical than traditional "Mulhoe"

("entity"|해산물 HMR 구매 경험|PRODUCT|Experience of purchasing seafood HMR products in Japan, with 28.4% having tried them

("entity"|해산물 HMR 섭취 이유|PRODUCT|Reasons for consuming seafood HMR, such as "unique taste," "convenience," and "variety of ingredients" (each 42.9%)

("entity"|해산물 HMR 미섭취 이유|PRODUCT|Reasons for not consuming seafood HMR, notably "lack of awareness" at 45.3%

("entity"|한국산 해산물 HMR|PRODUCT|Korean-origin seafood HMR products, with 17.6% of Japanese consumers having purchased them, often motivated by curiosity or interest in Korean products

("entity"|한국산 해산물 HMR 구매 계기|PRODUCT|Purchase triggers for Korean seafood HMR, such as "discovered in store and curiosity" (38.5%) and "interest in Korean products" (38.5%)

("entity"|물회 제품 인지도|PRODUCT|Consumer awareness of "Mulhoe" products, with only 17.6% having heard of it, indicating low recognition

("entity"|물회 제품 호감도|PRODUCT|Consumer favorability towards "Mulhoe" products, with 36.5% expressing neutral or moderate liking

("entity"|A제품|PRODUCT|Product A, one of the seafood HMR products evaluated, with 36.5% recognition and moderate satisfaction scores

("entity"|B제품|PRODUCT|Product B, another seafood HMR product, with 36.5% recognition and higher satisfaction scores than Product A

("entity"|A제품 컨셉|PRODUCT|Product A's concept emphasizing differentiation, with an average satisfaction score of 2.16

("entity"|B제품 컨셉|PRODUCT|Product B's concept emphasizing differentiation, with an average satisfaction score of 2.09

("entity"|물회에 대한 인식|PRODUCT|Consumer perception of "Mulhoe" in Japan, generally low awareness and some skepticism about taste and occasion suitability

("entity"|물회 HMR에 대한 인식|PRODUCT|Perception that seafood HMR products are more positively viewed than traditional "Mulhoe," with higher taste and occasion suitability ratings

("entity"|물회와 HMR 비교|PRODUCT|Comparison between "Mulhoe" and seafood HMR products, with HMR perceived as tastier and more convenient

("entity"|한국산 해산물 HMR 구매 경험자|PERSON|Japanese consumers who have purchased Korean seafood HMR products, 17.6% of respondents, mostly men and in their 40s

("entity"|물회 구매 고려 요소|PRODUCT|Factors influencing purchase decisions for "Mulhoe," primarily "price" (51.4%) and "taste" (48.6%)

("entity"|해산물 HMR 구매 고려 요소|PRODUCT|Factors influencing seafood HMR purchase, notably "fresh ingredients" (30.3%) and "easy preparation" (27.3%)

("entity"|구매 경로|ORGANIZATION|Major purchase channels for seafood HMR in Japan, with "large supermarkets" (64.9%) being dominant

("entity"|제품 인지 경로|ORGANIZATION|Main pathways for product awareness, primarily "in-store displays" (41.9%) and "promotional events" (23.0%)

