엔터티1,엔터티1유형,관계,엔터티2,엔터티2유형,속성
대추,품목,수출상위국,베트남,국가,시기:2023년;수입량:1212
대추,품목,수출상위국,중국,국가,시기:2023년;수입량:5943
대추,품목,수출상위국,한국,국가,시기:2023년;수입량:31
대추,품목,수출상위국,미국,국가,시기:2023년;수입량:229
대추,품목,수출상위국,홍콩,국가,시기:2023년;수입량:199
대추,품목,수출상위국,베트남,국가,시기:2023년;수입량:4021
대추,품목,수출상위국,중국,국가,시기:2023년;수입량:15608
대추,품목,수출상위국,대만,국가,시기:2023년;수입량:322
대추,품목,수출상위국,미국,국가,시기:2023년;수입량:105
대추,품목,수출상위국,한국,국가,시기:2023년;수입량:12
오미자,품목,수입상위국,중국,국가,시기:2023년;수입량:2964
오미자,품목,수입상위국,한국,국가,시기:2023년;수입량:1
오미자,품목,수입상위국,대만,국가,시기:2023년;수입량:없음
오미자,품목,수입상위국,말레이시아,국가,시기:2023년;수입량:5
산나물,품목,수입상위국,중국,국가,시기:2023년;수입량:5143
산나물,품목,수입상위국,미얀마,국가,시기:2023년;수입량:98
산나물,품목,수입상위국,인도네시아,국가,시기:2023년;수입량:546
산나물,품목,수입상위국,미국,국가,시기:2023년;수입량:544
산나물,품목,수입상위국,중국,국가,시기:2023년;수입량:966
산나물,품목,수입상위국,한국,국가,시기:2023년;수입량:98
대추,품목,유통경로,중국산,원산지,형태:건조;유통형태:판매
대추,품목,유통경로,한국산,원산지,형태:건조;유통형태:판매
대추,품목,유통경로,중국산,원산지,형태:생과실;유통형태:생식
대추,품목,유통경로,중국산,원산지,형태:설탕에 절인;유통형태:가공
대추,품목,유통경로,중국산,원산지,형태:건조;유통형태:가공
오미자,품목,유통경로,중국산,원산지,형태:건조;유통형태:판매
오미자,품목,유통경로,한국산,원산지,형태:건조;유통형태:판매
오미자,품목,유통경로,중국산,원산지,형태:유기농 건조;유통형태:판매
산나물,품목,유통경로,중국산,원산지,형태:건조;유통형태:판매
산나물,품목,유통경로,한국산,원산지,형태:건조;유통형태:판매
산나물,품목,유통경로,중국산,원산지,형태:생과실;유통형태:생식
산나물,품목,유통경로,중국산,원산지,형태:냉동;유통형태:판매
