엔터티1,엔터티1유형,관계,엔터티2,엔터티2유형,속성
식품기술거래인프라구축,기관,관련기관,대학·출연연,기관,국가:한국;시기:2021년
대상기술,기술,관련기술,식품분야기술,기술,국가:한국;시기:2021년
기술보유기관,기관,보유기술,식품기술,기술,국가:한국;시기:2021년
대학·출연연,기관,보유기술,식품기술,기술,국가:한국;시기:2021년
기술문의,행위,문의,기술,기술,국가:한국;시기:2021년
기술료협상,행위,계약,기술,기술,국가:한국;시기:2021년
기술중개지원,행위,지원,기술,기술,국가:한국;시기:2021년
기술발굴,행위,발굴,기술,기술,국가:한국;시기:2021년
기술도입,행위,도입,기업,기업,국가:한국;시기:2021년
기술이전,행위,이전,기업,기업,국가:한국;시기:2021년
기술사업화,행위,사업화,기업,기업,국가:한국;시기:2021년
기술홍보,행위,홍보,기업,기업,국가:한국;시기:2021년
기술컨설팅,행위,컨설팅,기업,기업,국가:한국;시기:2021년
기술평가,행위,평가,기업,기업,국가:한국;시기:2021년
기술거래,행위,거래,기업,기업,국가:한국;시기:2021년
기술사업화지원,행위,지원,기업,기업,국가:한국;시기:2021년
기술관련기관,기관,관련기관,기관,기관,국가:한국;시기:2021년
기술관련기관,기관,관련기관,기관,기관,국가:한국;시기:2021년
기술관련기관,기관,관련기관,기관,기관,국가:한국;시기:2021년
기술관련기관,기관,관련기관,기관,기관,국가:한국;시기:2021년
