엔터티1,엔터티1유형,관계,엔터티2,엔터티2유형,속성
고객사,기업,제품 특징,과일 블렌딩티,품목,슬로건:그린애플이 가미된 뛰어난 향미
C사,기업,제품명,로이티 그린애플,품목,제품명:로이티 그린애플
C사,기업,제품 종류,과일 블렌딩티,품목,제품 종류:침출차/잎차
C사,기업,소비자가격,14.99달러,가격,환율:1달러=1382.40원
C사,기업,중량,90g,중량,포장:알루미늄캔/박스
C사,기업,포장,박스/알루미늄캔,포장,포장 형태:포장 박스/알루미늄캔
C사,기업,맛,천연사과향,맛,특징:그린애플이 뛰어난 가미된 향미
아마존,기업,제품명,티에스타 티-블루베리 와일드 차일드,품목,제품명
아마존,기업,원산지,미국,원산지
아마존,기업,가격,7.95달러,가격
아마존,기업,중량,1.8oz,중량
아마존,기업,포장,파우치,포장 형태:재밀봉 파우치
아마존,기업,제품 특징,믿을 수 있는 천연 재료,특징
트와이닝스,기업,제품명,트와이닝스 와일드 베리스,품목,제품명
트와이닝스,기업,원산지,영국,원산지
트와이닝스,기업,가격,5.99달러,가격
트와이닝스,기업,중량,40g,중량
트와이닝스,기업,포장,티백,포장 형태:종이상자/티백
비글로우 티,기업,제품명,진저 피치 튜메릭,품목,제품명
비글로우 티,기업,원산지,미국,원산지
비글로우 티,기업,가격,3.52달러,가격
비글로우 티,기업,중량,27g,중량
비글로우 티,기업,포장,포장 형태:종이상자/티백
아마드 티,기업,제품명,인퓨젼 로즈힙 히비스커스 체리,품목,제품명
아마드 티,기업,원산지,UAE,원산지
아마드 티,기업,가격,3.49달러,가격
아마드 티,기업,중량,40g,중량
아마드 티,기업,포장,종이상자/티백,포장 형태
트와이닝스,기업,제품명,트와이닝스 와일드 베리스,품목,제품명
트와이닝스,기업,원산지,영국,원산지
트와이닝스,기업,가격,5.99달러,가격
트와이닝스,기업,중량,40g,중량
트와이닝스,기업,포장,티백,포장 형태
비글로우 티,기업,제품명,진저 피치 튜메릭,품목,제품명
비글로우 티,기업,원산지,미국,원산지
비글로우 티,기업,가격,3.52달러,가격
비글로우 티,기업,중량,27g,중량
비글로우 티,기업,포장,포장 형태:종이상자/티백
아마드 티,기업,제품명,인퓨젼 페퍼민트 & 레몬,품목,제품명
아마드 티,기업,원산지,UAE,원산지
아마드 티,기업,가격,3.49달러,가격
아마드 티,기업,중량,30g,중량
아마드 티,기업,포장,종이상자/티백
스기모토 티 컴퍼니,기업,제품명,히비스커스 맛차,품목,제품명
스기모토 티 컴퍼니,기업,원산지,일본,원산지
스기모토 티 컴퍼니,기업,가격,13.99달러,가격
스기모토 티 컴퍼니,기업,중량,42g,중량
스기모토 티 컴퍼니,기업,포장,포일백,포장 형태:종이상자/포일백
트래디셔널 메디시널,기업,제품명,오가닉 라즈베리 리프,품목,제품명
트래디셔널 메디시널,기업,원산지,미국,원산지
트래디셔널 메디시널,기업,가격,5.17달러,가격
트래디셔널 메디시널,기업,중량,24g,중량
이스트 웨스트 티 컴퍼니,기업,제품명,레몬 진저,품목,제품명
이스트 웨스트 티 컴퍼니,기업,원산지,미국,원산지
이스트 웨스트 티 컴퍼니,기업,가격,4.68달러,가격
이스트 웨스트 티 컴퍼니,기업,중량,36g,중량
타겟,기업,제품명,굿 & 개더 오가닉 피치 허니,품목,제품명
타겟,기업,원산지,미국,원산지
타겟,기업,가격,3.79달러,가격
타겟,기업,중량,36g,중량
월마트,기업,제품명,오가닉 라즈베리 리프,품목,제품명
월마트,기업,원산지,미국,원산지
월마트,기업,가격,5.17달러,가격
월마트,기업,중량,24g,중량
월마트,기업,포장,종이상자/티백,포장 형태
