엔터티1,엔터티1유형,관계,엔터티2,엔터티2유형,속성
국가식품클러스터,지역,조성,익산시,지자체,시기:2025년
한국식품산업클러스터진흥원,기관,운영,국가식품클러스터,기관,국가:한국
식품기업,기업,집적,국가식품클러스터,지역,국가:한국;시기:2025년
네슬레,기업,매출액,국내식품기업,기업,수치:17000000000;국가:스위스
네슬레,기업,경쟁력,국내식품기업,기업
CJ제일제당,기업,매출액,국내식품기업,기업,수치:18000000000
코엔에프,기업,기능성증진커피개발,제품,제품명:기능성커피
프롬바이오,기업,기능성증진커피개발,제품,제품명:기능성커피
코아바이오,기업,특허출원,기술,기술명:특허2건
세인식품,기업,기술개발,기술,기술명:기술개발
페라메드,기업,포장기술개발,장비,장비명:포장단위설정및파손방지용기설계
대풍수산,기업,포장시스템개발,장비,장비명:신선도유지포장시스템
핀컴퍼니,기업,수출운송파손방지,장비,장비명:파손방지트레이
하림식품,기업,인증획득,인증,인증명:HACCP
국가식품클러스터,지역,운영,한국식품산업클러스터진흥원,기관
한국식품산업클러스터진흥원,기관,인증획득,KOLAS,기관
국가식품클러스터,지역,조성,익산시,지자체,시기:2025년
국가식품클러스터,지역,운영,한국식품산업클러스터진흥원,기관
입주기업,기업,지원,국가식품클러스터,지역
입주기업,기업,기술개발,장비,장비명:액상및젤리제형생산장비
입주기업,기업,공간제공,시설,시설명:임대공장
입주기업,기업,인증획득,인증,인증명:GMP
청년식품창업센터,센터,지원,창업자,개인
기능성원로은행,기관,기능성원료생산지원,기술,기술명:기능성원료생산
국가식품클러스터,지역,지원,중소식품기업,기업
국가식품클러스터,지역,지원,식품벤처센터,센터
국가식품클러스터,지역,지원,농식품원료중계공급센터,센터
국가식품클러스터,지역,지원,기능성식품제형센터,센터
국가식품클러스터,지역,지원,청년식품창업센터,센터
